ego_feature,index,feature_name,feature_number
0,124,educationschoolid,465
0,125,educationschoolid,466
0,126,educationschoolid,467
0,127,educationschoolid,468
0,128,educationschoolid,469
0,129,educationschoolid,470
0,130,educationschoolid,471
0,131,educationschoolid,472
0,132,educationschoolid,473
0,133,educationschoolid,474
0,134,educationschoolid,233
0,135,educationschoolid,475
0,136,educationschoolid,476
0,137,educationschoolid,234
0,138,educationschoolid,235
0,139,educationschoolid,477
0,140,educationschoolid,478
0,141,educationschoolid,479
0,142,educationschoolid,480
0,143,educationschoolid,481
0,144,educationschoolid,482
0,145,educationschoolid,483
0,146,educationschoolid,236
0,147,educationschoolid,484
0,148,educationschoolid,485
0,149,educationschoolid,486
0,150,educationschoolid,487
0,151,educationschoolid,488
0,152,educationschoolid,489
0,153,educationschoolid,490
0,154,educationschoolid,316
0,155,educationschoolid,237
0,156,educationschoolid,491
0,157,educationschoolid,492
0,158,educationschoolid,493
0,159,educationschoolid,494
0,160,educationschoolid,495
0,161,educationschoolid,496
0,162,educationschoolid,238
0,163,educationschoolid,44
0,164,educationschoolid,497
0,165,educationschoolid,498
0,166,educationschoolid,499
0,167,educationschoolid,500
0,168,educationschoolid,501
0,169,educationschoolid,502
0,170,educationschoolid,240
0,171,educationschoolid,503
0,172,educationschoolid,504
0,173,educationschoolid,505
0,174,educationschoolid,506
0,175,educationschoolid,507
0,176,educationschoolid,508
0,177,educationschoolid,509
0,178,educationschoolid,317
0,179,educationschoolid,510
0,180,educationschoolid,511
0,181,educationschoolid,512
0,182,educationschoolid,243
0,183,educationschoolid,513
0,184,educationschoolid,514
0,185,educationschoolid,245
0,186,educationschoolid,515
0,187,educationschoolid,516
0,188,educationschoolid,517
0,189,educationschoolid,246
0,190,educationschoolid,518
0,191,educationschoolid,247
0,192,educationschoolid,519
0,193,educationschoolid,520
0,194,educationschoolid,521
0,195,educationschoolid,248
0,196,educationschoolid,522
0,197,educationschoolid,523
0,198,educationschoolid,524
0,199,educationschoolid,318
0,200,educationschoolid,249
0,201,educationschoolid,525
0,202,educationschoolid,319
0,203,educationschoolid,526
0,204,educationschoolid,320
0,205,educationschoolid,527
0,206,educationschoolid,528
0,207,educationschoolid,529
0,208,educationschoolid,530
0,209,educationschoolid,531
0,210,educationschoolid,532
0,211,educationschoolid,250
0,212,educationschoolid,533
0,213,educationschoolid,251
0,214,educationschoolid,534
0,215,educationschoolid,535
0,216,educationschoolid,536
1,217,educationschoolid,52
0,218,educationschoolid,537
1,219,educationschoolid,538
1,220,educationtype,53
1,221,educationtype,54
0,222,educationtype,55
0,223,educationwithid,539
0,224,educationwithid,540
0,225,educationwithid,541
0,226,educationyearid,542
0,227,educationyearid,543
0,228,educationyearid,58
0,229,educationyearid,59
0,230,educationyearid,544
0,231,educationyearid,254
0,232,educationyearid,255
0,233,educationyearid,60
0,234,educationyearid,61
0,235,educationyearid,62
0,236,educationyearid,63
0,237,educationyearid,64
0,238,educationyearid,65
1,239,educationyearid,66
0,240,educationyearid,67
0,241,educationyearid,68
0,242,educationyearid,69
0,243,educationyearid,257
1,244,educationyearid,70
0,245,educationyearid,71
0,246,educationyearid,259
0,247,educationyearid,72
0,248,first_name,545
0,249,first_name,546
0,250,first_name,547
0,251,first_name,548
0,252,first_name,549
0,253,first_name,550
0,254,first_name,325
0,255,first_name,551
0,256,first_name,110
0,257,first_name,357
0,258,first_name,552
0,259,first_name,553
0,260,first_name,554
0,261,first_name,555
0,262,first_name,556
0,263,first_name,557
0,264,gender,77
1,265,gender,78
0,266,hometownid,558
0,267,hometownid,559
0,268,hometownid,263
0,269,hometownid,560
0,270,hometownid,561
0,271,hometownid,562
0,272,hometownid,82
0,273,hometownid,84
0,274,hometownid,563
0,275,hometownid,564
0,276,hometownid,565
0,277,hometownid,566
0,278,hometownid,178
0,279,hometownid,567
0,280,hometownid,568
0,281,hometownid,298
0,282,hometownid,569
0,283,hometownid,264
0,284,languagesid,90
0,285,languagesid,570
0,286,languagesid,571
0,287,languagesid,91
0,288,languagesid,92
0,289,languagesid,93
0,290,languagesid,94
0,291,languagesid,572
0,292,languagesid,573
0,293,languagesid,97
0,294,languagesid,265
0,295,languagesid,100
0,296,languagesid,101
0,297,languagesid,574
0,298,languagesid,266
0,299,last_name,575
0,300,last_name,576
0,301,last_name,577
0,302,last_name,106
0,303,last_name,578
0,304,last_name,579
0,305,last_name,267
0,306,last_name,268
0,307,last_name,269
0,308,last_name,580
0,309,last_name,581
0,310,last_name,324
0,311,last_name,582
0,312,last_name,583
0,313,last_name,584
0,314,last_name,585
0,315,last_name,586
0,316,last_name,587
0,317,last_name,588
0,318,last_name,270
0,319,last_name,589
0,320,last_name,590
0,321,last_name,271
0,322,last_name,110
0,323,last_name,591
0,324,last_name,272
0,325,last_name,592
1,326,last_name,273
0,327,last_name,593
0,328,last_name,594
0,329,last_name,595
0,330,last_name,596
0,331,last_name,274
0,332,last_name,597
0,333,last_name,275
0,334,last_name,276
0,335,last_name,598
0,336,last_name,599
0,337,last_name,600
0,338,last_name,601
0,339,last_name,602
0,340,last_name,327
0,341,last_name,603
0,342,last_name,277
0,343,last_name,604
0,344,last_name,605
0,345,last_name,606
0,346,last_name,607
0,347,locale,126
1,348,locale,127
0,349,locale,278
0,350,locationid,128
0,351,locationid,129
0,352,locationid,608
0,353,locationid,609
0,354,locationid,610
0,355,locationid,611
0,356,locationid,612
0,357,locationid,613
0,358,locationid,614
0,359,locationid,281
0,360,locationid,133
0,361,locationid,84
0,362,locationid,176
0,363,locationid,134
0,364,locationid,615
0,365,locationid,283
0,366,locationid,616
0,367,locationid,617
0,368,locationid,618
0,369,locationid,284
0,370,locationid,298
0,371,locationid,619
0,372,locationid,138
0,373,locationid,264
0,374,locationid,620
0,375,middle_name,621
0,376,middle_name,622
0,377,middle_name,355
0,378,middle_name,623
0,379,middle_name,624
0,380,middle_name,554
0,381,middle_name,625
0,382,middle_name,626
0,383,middle_name,627
0,384,workemployerid,628
0,385,workemployerid,629
0,386,workemployerid,630
0,387,workemployerid,228
0,388,workemployerid,140
0,389,workemployerid,451
0,390,workemployerid,230
0,391,workemployerid,631
0,392,workemployerid,632
0,393,workemployerid,633
0,394,workemployerid,634
0,395,workemployerid,635
0,396,workemployerid,636
0,397,workemployerid,637
0,398,workemployerid,638
0,399,workemployerid,485
0,400,workemployerid,639
0,401,workemployerid,640
0,402,workemployerid,641
0,403,workemployerid,642
0,404,workemployerid,643
0,405,workemployerid,644
0,406,workemployerid,645
0,407,workemployerid,145
0,408,workemployerid,646
0,409,workemployerid,647
0,410,workemployerid,648
0,411,workemployerid,649
0,412,workemployerid,650
0,413,workemployerid,518
0,414,workemployerid,247
0,415,workemployerid,651
0,416,workemployerid,248
0,417,workemployerid,652
0,418,workemployerid,653
0,419,workemployerid,654
0,420,workemployerid,655
0,421,workemployerid,656
0,422,workemployerid,657
0,423,workemployerid,658
0,424,workemployerid,659
0,425,workemployerid,660
0,426,workemployerid,661
0,427,workemployerid,662
0,428,workemployerid,150
0,429,workemployerid,151
0,430,workemployerid,663
0,431,workemployerid,664
0,432,workemployerid,665
0,433,workemployerid,666
0,434,workemployerid,667
0,435,workemployerid,668
0,436,workemployerid,669
0,437,workemployerid,536
0,438,workemployerid,670
0,439,workemployerid,52
0,440,workemployerid,671
0,441,workemployerid,538
0,442,workend_date,157
0,443,workend_date,672
0,444,workend_date,673
0,445,workend_date,674
0,446,workend_date,675
0,447,workend_date,676
0,448,workend_date,294
0,449,workend_date,677
0,450,workend_date,678
0,451,workend_date,158
0,452,workend_date,196
0,453,workend_date,679
0,454,workend_date,160
0,455,workend_date,161
0,456,workend_date,162
0,457,workend_date,164
0,458,workend_date,199
0,459,workend_date,166
0,460,workend_date,200
0,461,workend_date,167
0,462,workend_date,201
0,463,workend_date,680
0,464,workend_date,168
0,465,workend_date,169
0,466,workend_date,170
0,467,workend_date,171
0,468,workend_date,681
0,469,workend_date,172
0,470,workfromid,682
0,471,workfromid,683
0,472,worklocationid,684
0,473,worklocationid,128
0,474,worklocationid,129
0,475,worklocationid,609
0,476,worklocationid,296
0,477,worklocationid,561
0,478,worklocationid,281
0,479,worklocationid,133
0,480,worklocationid,84
0,481,worklocationid,176
0,482,worklocationid,134
0,483,worklocationid,177
0,484,worklocationid,685
0,485,worklocationid,178
0,486,worklocationid,179
0,487,worklocationid,615
0,488,worklocationid,283
0,489,worklocationid,686
0,490,worklocationid,617
0,491,worklocationid,618
0,492,worklocationid,619
0,493,worklocationid,264
0,494,workpositionid,687
0,495,workpositionid,688
0,496,workpositionid,182
0,497,workpositionid,689
0,498,workpositionid,183
0,499,workpositionid,690
0,500,workpositionid,691
0,501,workpositionid,692
0,502,workpositionid,184
0,503,workpositionid,693
0,504,workpositionid,185
0,505,workpositionid,694
0,506,workpositionid,189
0,507,workpositionid,695
0,508,workpositionid,302
0,509,workpositionid,696
0,510,workpositionid,697
0,511,workpositionid,698
0,512,workpositionid,699
0,513,workpositionid,700
0,514,workpositionid,192
0,515,workpositionid,193
0,516,workpositionid,701
0,517,workprojectsid,702
0,518,workprojectsid,703
0,519,workprojectsid,704
0,520,workprojectsid,705
0,521,workprojectsid,706
0,522,workprojectsid,707
0,523,workprojectsid,708
0,524,workprojectsid,709
0,525,workprojectsid,710
0,526,workprojectsid,711
0,527,workprojectsid,712
0,528,workstart_date,157
0,529,workstart_date,713
0,530,workstart_date,714
0,531,workstart_date,334
0,532,workstart_date,715
0,533,workstart_date,672
0,534,workstart_date,716
0,535,workstart_date,674
0,536,workstart_date,717
0,537,workstart_date,194
0,538,workstart_date,718
0,539,workstart_date,375
0,540,workstart_date,719
0,541,workstart_date,675
0,542,workstart_date,307
0,543,workstart_date,308
0,544,workstart_date,720
0,545,workstart_date,678
0,546,workstart_date,721
0,547,workstart_date,195
0,548,workstart_date,310
0,549,workstart_date,722
0,550,workstart_date,196
0,551,workstart_date,679
0,552,workstart_date,197
0,553,workstart_date,161
0,554,workstart_date,162
0,555,workstart_date,723
0,556,workstart_date,724
0,557,workstart_date,164
0,558,workstart_date,199
0,559,workstart_date,165
0,560,workstart_date,166
0,561,workstart_date,200
0,562,workstart_date,725
0,563,workstart_date,201
0,564,workstart_date,332
0,565,workstart_date,726
0,566,workstart_date,168
0,567,workstart_date,202
0,568,workstart_date,169
0,569,workstart_date,170
0,570,workstart_date,171
0,571,workstart_date,681
0,572,workstart_date,203
0,573,workwithid,727
0,574,workwithid,728
0,575,workwithid,683
